Company,TypeName,Ram,Weight,TouchScreen,IPS,PPI,Cpu_Brand,SSD,HDD,Flash_Storage,Gpu_brand,OS,Price
Apple,Ultrabook,8,1.37,0,1,232.22107401985488,Intel Core i5,512,0,0,Intel,Mac,184354
Dell,2 in 1 Convertible,8,2.08,0,1,146.86047800548656,Intel Core i7,0,0,0,Intel,Windows,74013
Asus,Gaming,16,4.3,0,0,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,162575
Asus,Notebook,4,1.68,0,0,104.47285665558198,AMD Processor,0,0,0,AMD,Windows,42383
Lenovo,2 in 1 Convertible,8,1.37,0,1,169.45439769863833,Intel Core i7,512,0,0,Intel,Windows,167094
Acer,Notebook,4,3.0,0,1,129.58277471072344,Other Intel Processor,256,0,0,Nvidia,Windows,63439
Dell,Ultrabook,8,1.41,0,0,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,85761
HP,Notebook,8,1.91,0,0,104.47285665558198,AMD Processor,128,0,0,AMD,Windows,40295
HP,Notebook,16,2.9,0,1,129.58277471072344,Intel Core i7,0,0,0,Nvidia,Windows,95701
MSI,Gaming,16,4.14,0,0,129.58277471072344,Intel Core i7,512,0,0,Nvidia,Windows,225834
Lenovo,2 in 1 Convertible,8,2.0,0,1,146.86047800548656,Intel Core i7,512,0,0,Nvidia,Windows,153538
Dell,Notebook,8,2.8,0,0,129.58277471072344,Intel Core i7,128,0,0,AMD,Windows,103202
Lenovo,Notebook,4,2.2,0,0,146.86047800548656,Other Intel Processor,256,0,0,Intel,Other/No OS/Linux,40124
HP,Notebook,4,2.1,0,1,146.86047800548656,Intel Core i5,0,500,0,Intel,Windows,65247
Dell,Notebook,4,2.18,0,0,146.86047800548656,Intel Core i5,0,0,0,Intel,Windows,59373
Dell,Notebook,8,2.24,0,0,146.86047800548656,Intel Core i5,0,0,0,AMD,Windows,51059
Dell,2 in 1 Convertible,8,2.67,0,0,146.86047800548656,Intel Core i5,256,0,0,Intel,Windows,72205
Asus,2 in 1 Convertible,8,1.1,0,0,169.45439769863833,Intel Core i7,512,0,0,Intel,Windows,135464
Lenovo,Notebook,4,2.2,0,0,146.86047800548656,Intel Core i5,0,0,0,Intel,Other/No OS/Linux,42202
HP,Notebook,8,2.5,0,0,129.58277471072344,Intel Core i7,0,0,0,Nvidia,Windows,91996
Lenovo,Notebook,8,2.05,0,0,146.86047800548656,Intel Core i7,256,0,0,Intel,Windows,79525
Apple,Ultrabook,8,1.37,0,1,232.22107401985488,Intel Core i5,512,0,0,Intel,Mac,177025
Asus,Gaming,16,3.2,0,0,129.58277471072344,AMD Processor,256,0,0,AMD,Windows,139983
Dell,Notebook,8,2.14,0,0,146.86047800548656,Intel Core i7,256,0,0,AMD,Other/No OS/Linux,66428
Lenovo,2 in 1 Convertible,16,1.36,0,0,209.8006828649808,Intel Core i7,512,0,0,Intel,Windows,225834
Toshiba,Notebook,8,2.2,0,0,104.47285665558198,Intel Core i7,0,500,0,Nvidia,Windows,73380
Dell,Notebook,12,2.3,0,0,104.47285665558198,Intel Core i7,0,0,0,Intel,Windows,64440
Dell,Notebook,8,2.8,0,0,129.58277471072344,Intel Core i7,128,0,0,AMD,Other/No OS/Linux,99316
Acer,Notebook,8,2.2,0,1,146.86047800548656,Intel Core i7,0,0,0,Nvidia,Windows,67325
Lenovo,Notebook,4,2.8,0,0,107.98564559226952,Other Intel Processor,0,0,0,Intel,Windows,44190
Lenovo,Notebook,8,2.8,0,0,129.58277471072344,Intel Core i7,0,0,0,Nvidia,Other/No OS/Linux,76724
Lenovo,Notebook,6,2.8,0,0,107.98564559226952,Intel Core i7,128,0,0,Nvidia,Windows,77627
Dell,Notebook,4,2.25,0,0,146.86047800548656,Other Intel Processor,0,0,0,AMD,Other/No OS/Linux,38678
Lenovo,Gaming,8,2.5,0,1,146.86047800548656,Intel Core i5,256,0,0,Nvidia,Windows,74916
Lenovo,Notebook,6,2.2,0,0,146.86047800548656,Intel Core i5,256,0,0,Intel,Windows,52324
Acer,Notebook,8,3.0,0,1,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,85941
Acer,Notebook,12,2.15,0,1,146.86047800548656,Intel Core i7,0,0,0,Intel,Windows,59553
Lenovo,Notebook,8,1.95,0,1,146.86047800548656,Intel Core i7,256,0,0,Intel,Windows,99135
Asus,Ultrabook,8,1.7,0,0,146.86047800548656,Intel Core i5,256,0,0,Nvidia,Windows,88291
Lenovo,Gaming,16,2.5,0,1,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,106546
Lenovo,Notebook,8,2.2,0,0,146.86047800548656,Intel Core i7,0,0,0,Nvidia,Other/No OS/Linux,59554
Acer,Notebook,2,2.19,0,0,104.47285665558198,Other Intel Processor,16,0,0,Intel,Other/No OS/Linux,17983
Asus,Gaming,8,3.0,0,0,129.58277471072344,Intel Core i7,0,0,0,Nvidia,Windows,107269
HP,Notebook,8,2.54,0,0,107.98564559226952,Other Intel Processor,0,0,0,Intel,Windows,44190
Dell,Notebook,8,2.0,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,165286
Lenovo,Notebook,8,2.05,0,0,146.86047800548656,Intel Core i5,256,0,0,Intel,Windows,66783
Lenovo,Gaming,8,3.2,0,1,146.86047800548656,Intel Core i7,0,0,0,Nvidia,Windows,117390
Acer,Notebook,8,2.5,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Other/No OS/Linux,88472
Dell,Workstation,16,3.42,0,0,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,260704
Lenovo,Notebook,6,2.4,0,0,146.86047800548656,AMD Processor,0,0,0,AMD,Windows,45094
Asus,Ultrabook,16,1.63,0,0,146.86047800548656,Intel Core i7,512,0,0,Nvidia,Windows,132663
Asus,Notebook,4,1.3,0,0,111.93520355955211,Other Intel Processor,128,0,0,Intel,Windows,45998
Asus,Gaming,16,2.9,0,0,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,191765
Lenovo,Notebook,6,2.8,0,0,107.98564559226952,Intel Core i5,0,0,0,Nvidia,Windows,58650
Lenovo,Notebook,8,2.2,0,0,104.47285665558198,Intel Core i5,0,0,0,Nvidia,Other/No OS/Linux,49613
Asus,Gaming,8,2.5,0,0,146.86047800548656,Intel Core i7,128,0,0,Nvidia,Windows,114318
Lenovo,Notebook,4,2.2,0,0,104.47285665558198,Other Intel Processor,0,0,0,Intel,Other/No OS/Linux,32532
HP,2 in 1 Convertible,16,1.28,0,0,169.45439769863833,Intel Core i7,256,0,0,Intel,Windows,178480
Toshiba,Notebook,8,2.2,0,1,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,94255
Lenovo,Notebook,8,2.3,0,0,146.86047800548656,Intel Core i5,128,0,0,Nvidia,Windows,74013
HP,Notebook,4,1.86,0,0,146.86047800548656,Other Intel Processor,0,0,0,Intel,Windows,42383
Lenovo,Notebook,8,1.1,0,1,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,90279
Dell,Ultrabook,16,1.21,0,1,338.90879539727666,Intel Core i7,0,0,0,Intel,Windows,225834
MSI,Gaming,16,2.8,0,1,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,189686
Acer,Notebook,8,2.23,0,0,146.86047800548656,AMD Processor,256,0,0,AMD,Windows,42383
Asus,2 in 1 Convertible,2,1.1,0,0,142.46298634852087,Other Intel Processor,0,0,32,Intel,Windows,24851
Dell,Notebook,8,2.33,0,0,146.86047800548656,Intel Core i5,128,0,0,AMD,Windows,76272
HP,2 in 1 Convertible,16,1.29,0,1,338.90879539727666,Intel Core i7,0,0,0,Intel,Windows,221316
Lenovo,Notebook,4,1.45,0,0,120.54560383336381,Other Intel Processor,0,0,16,Intel,Other/No OS/Linux,41561
HP,Notebook,8,1.95,0,0,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,88562
Acer,Notebook,4,1.4,0,0,142.46298634852087,Other Intel Processor,0,0,128,Intel,Windows,43829
HP,Notebook,8,1.48,0,0,157.3505121487356,Intel Core i7,256,0,0,Intel,Windows,116758
Lenovo,Notebook,4,2.79,0,0,107.98564559226952,Intel Core i5,0,0,0,Nvidia,Windows,53227
Asus,Notebook,8,2.0,0,0,157.3505121487356,Intel Core i7,256,0,0,Intel,Windows,98864
HP,Notebook,8,2.1,0,1,104.47285665558198,Intel Core i7,0,0,0,Intel,Windows,81513
Acer,Notebook,8,2.2,0,0,104.47285665558198,AMD Processor,256,0,0,AMD,Windows,59553
Lenovo,Notebook,4,1.44,0,0,111.93520355955211,Other Intel Processor,0,0,32,Intel,Windows,26388
Acer,Notebook,6,2.23,0,0,104.47285665558198,Intel Core i5,0,0,0,Intel,Windows,49613
Asus,Ultrabook,8,1.7,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,94879
HP,Ultrabook,8,1.26,0,0,183.5755975068582,Intel Core i7,256,0,0,Intel,Windows,120643
Dell,Notebook,32,2.06,0,0,293.7209560109731,Intel Core i7,0,0,0,Nvidia,Windows,238486
MSI,Gaming,8,2.7,0,0,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,108353
Toshiba,Notebook,8,2.0,0,1,146.86047800548656,Intel Core i5,256,0,0,Intel,Windows,85218
Asus,Notebook,8,2.0,0,0,157.3505121487356,Intel Core i7,256,0,0,Intel,Windows,120553
Lenovo,Notebook,4,1.85,0,0,146.86047800548656,Other Intel Processor,0,0,0,Intel,Windows,40576
Asus,Gaming,8,2.5,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,90279
HP,Notebook,8,1.48,0,0,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,114589
Dell,Ultrabook,8,1.9,0,1,146.86047800548656,Intel Core i5,128,0,0,Nvidia,Windows,94798
HP,Notebook,8,1.84,0,0,146.86047800548656,Intel Core i5,256,0,0,Intel,Windows,103383
Asus,Notebook,4,2.0,0,0,104.47285665558198,Other Intel Processor,0,0,0,Intel,Other/No OS/Linux,24850
Dell,Notebook,8,2.0,0,0,146.86047800548656,Intel Core i5,256,0,0,Nvidia,Windows,103270
Dell,Notebook,4,2.2,0,0,104.47285665558198,Other Intel Processor,0,500,0,Intel,Other/No OS/Linux,24842
Lenovo,Notebook,12,2.2,0,0,146.86047800548656,AMD Processor,0,0,0,AMD,Windows,81242
HP,Notebook,8,2.1,0,1,146.86047800548656,Other Intel Processor,0,0,0,Nvidia,Windows,64704
Lenovo,2 in 1 Convertible,16,1.4,0,1,338.90879539727666,Intel Core i7,512,0,0,Intel,Windows,189686
Dell,Ultrabook,8,1.2,0,0,169.45439769863833,Intel Core i7,256,0,0,Intel,Windows,142694
Lenovo,Gaming,16,2.4,0,1,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,102027
HP,Notebook,2,1.44,0,0,111.93520355955211,Other Intel Processor,0,0,32,Intel,Windows,25213
Dell,Ultrabook,16,1.88,0,0,146.86047800548656,Intel Core i7,512,0,0,Intel,Windows,145311
Asus,2 in 1 Convertible,4,1.5,0,0,142.46298634852087,Other Intel Processor,0,0,32,Intel,Windows,33888
Dell,Ultrabook,8,1.9,0,0,146.86047800548656,Intel Core i5,0,0,0,AMD,Windows,59915
Dell,Notebook,16,2.06,0,0,293.7209560109731,Intel Core i7,512,0,0,Nvidia,Windows,183217
HP,Notebook,8,1.84,0,0,146.86047800548656,Intel Core i7,256,0,0,Intel,Windows,117842
MSI,Gaming,8,2.7,0,0,129.58277471072344,Intel Core i7,128,0,0,Nvidia,Windows,127331
HP,Workstation,8,2.6,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,157087
Toshiba,Notebook,16,2.4,0,1,146.86047800548656,Intel Core i7,512,0,0,Nvidia,Windows,126789
Dell,Notebook,8,2.02,0,0,146.86047800548656,Intel Core i7,128,0,0,AMD,Windows,87740
Lenovo,Notebook,4,2.2,0,0,104.47285665558198,Other Intel Processor,0,0,0,Intel,Other/No OS/Linux,29098
Dell,Gaming,8,2.65,0,0,146.86047800548656,Intel Core i5,0,0,0,Nvidia,Windows,90279
Dell,Notebook,8,2.36,0,0,104.47285665558198,Intel Core i5,0,0,0,Intel,Windows,50369
Dell,Notebook,8,1.36,0,0,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,128957
HP,Notebook,4,1.86,0,0,104.47285665558198,Other Intel Processor,0,500,0,Intel,Windows,39672
Asus,Notebook,8,2.0,0,0,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,85399
Lenovo,Notebook,6,2.8,0,0,107.98564559226952,Intel Core i5,128,0,0,Nvidia,Windows,64976
HP,Notebook,8,1.86,0,0,146.86047800548656,Intel Core i5,0,0,0,Intel,Windows,57746
Lenovo,Notebook,8,2.2,0,0,104.47285665558198,Other Intel Processor,256,0,0,Nvidia,Other/No OS/Linux,45094
HP,Notebook,8,2.04,0,0,104.47285665558198,Other Intel Processor,0,0,0,Intel,Windows,35153
Dell,Notebook,8,2.8,0,0,129.58277471072344,Intel Core i5,128,0,0,AMD,Windows,98051
Lenovo,Gaming,8,2.4,0,1,146.86047800548656,Intel Core i5,128,0,0,Nvidia,Other/No OS/Linux,73109
Dell,Notebook,8,2.33,0,0,146.86047800548656,Intel Core i7,256,0,0,AMD,Windows,81242
HP,Ultrabook,8,1.36,0,1,157.3505121487356,Intel Core i7,256,0,0,Intel,Windows,158147
Asus,2 in 1 Convertible,12,2.26,0,0,146.86047800548656,Intel Core i7,512,0,0,Nvidia,Windows,99316
Acer,Notebook,4,2.1,0,0,104.47285665558198,AMD Processor,128,0,0,AMD,Windows,38497
Asus,Gaming,16,3.25,0,1,129.58277471072344,AMD Processor,256,0,0,AMD,Windows,198723
Lenovo,Notebook,4,2.6,0,0,107.98564559226952,AMD Processor,128,0,0,AMD,Windows,44190
Dell,2 in 1 Convertible,8,1.62,0,0,169.45439769863833,Intel Core i7,256,0,0,Intel,Windows,78532
HP,Notebook,4,1.91,0,0,146.86047800548656,AMD Processor,256,0,0,AMD,Windows,44190
Lenovo,Netbook,4,1.59,0,1,142.46298634852087,Other Intel Processor,128,0,0,Intel,Windows,49974
Dell,Notebook,4,1.8,0,0,104.47285665558198,Other Intel Processor,0,500,0,Intel,Windows,27924
Asus,Notebook,4,1.5,0,0,111.93520355955211,Other Intel Processor,0,0,32,Intel,Windows,25845
Acer,Notebook,8,2.4,0,0,146.86047800548656,Intel Core i7,0,0,0,Nvidia,Other/No OS/Linux,76453
HP,Gaming,8,3.35,0,1,129.58277471072344,Intel Core i7,128,0,0,Nvidia,Windows,107630
Lenovo,Notebook,4,1.85,0,0,146.86047800548656,Other Intel Processor,128,0,0,Intel,Other/No OS/Linux,36464
Asus,Gaming,8,2.3,0,1,146.86047800548656,Intel Core i7,128,0,0,Nvidia,Windows,149562
Lenovo,Notebook,8,1.5,0,1,157.3505121487356,Intel Core i5,256,0,0,Nvidia,Windows,99316
Asus,Ultrabook,16,1.1,0,0,169.45439769863833,Intel Core i7,512,0,0,Intel,Windows,158048
Lenovo,Ultrabook,8,1.13,0,1,209.8006828649808,Intel Core i7,512,0,0,Intel,Windows,206224
Lenovo,Notebook,4,1.5,0,1,169.45439769863833,Other Intel Processor,128,0,0,Intel,Windows,49613
Dell,Workstation,8,2.23,0,0,146.86047800548656,Intel Core i5,0,500,0,AMD,Windows,123716
Dell,Workstation,8,2.0,0,1,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,192939
Lenovo,2 in 1 Convertible,16,1.42,0,0,209.8006828649808,Intel Core i7,512,0,0,Intel,Windows,226738
Asus,Gaming,8,3.0,0,0,129.58277471072344,Intel Core i7,0,0,0,Nvidia,Windows,93894
Asus,Gaming,16,3.0,0,0,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,143778
Acer,Notebook,12,2.2,0,1,104.47285665558198,Intel Core i5,0,0,0,Nvidia,Windows,62715
MSI,Gaming,8,2.7,0,0,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,121909
Dell,Notebook,8,2.33,0,0,146.86047800548656,Intel Core i7,256,0,0,AMD,Other/No OS/Linux,70386
HP,Ultrabook,4,1.91,0,0,146.86047800548656,AMD Processor,256,0,0,AMD,Windows,45094
Lenovo,Notebook,8,2.1,0,1,146.86047800548656,Intel Core i7,256,0,0,AMD,Windows,111115
Lenovo,Notebook,8,1.9,0,1,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,84767
Dell,Workstation,8,1.78,0,0,293.7209560109731,Intel Core i7,256,0,0,Nvidia,Windows,245083
Lenovo,Ultrabook,16,1.13,0,1,209.8006828649808,Intel Core i7,0,0,0,Intel,Windows,237221
Lenovo,Notebook,4,2.2,0,0,104.47285665558198,Other Intel Processor,0,0,0,Intel,Windows,27653
Asus,Gaming,16,2.9,0,0,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,138175
Lenovo,Notebook,8,2.1,0,1,146.86047800548656,Intel Core i5,256,0,0,AMD,Windows,103428
Acer,Notebook,8,2.5,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Other/No OS/Linux,79435
MSI,Gaming,16,2.8,0,0,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,203242
Asus,Ultrabook,8,1.1,0,0,157.3505121487356,Intel Core i7,512,0,0,Intel,Windows,169263
Toshiba,Ultrabook,16,1.2,0,0,169.45439769863833,Intel Core i7,512,0,0,Intel,Windows,157876
Dell,Ultrabook,8,1.36,0,0,157.3505121487356,Intel Core i7,512,0,0,Intel,Windows,151821
Lenovo,Notebook,4,2.2,0,0,146.86047800548656,Other Intel Processor,0,500,0,Intel,Windows,36961
Lenovo,Notebook,2,1.15,0,0,142.46298634852087,Other Intel Processor,0,0,32,Intel,Windows,27513
Lenovo,Workstation,8,2.67,0,0,146.86047800548656,Intel Core i7,512,0,0,Nvidia,Windows,173962
Lenovo,Ultrabook,8,1.7,0,1,209.8006828649808,Intel Core i7,512,0,0,Nvidia,Windows,175588
HP,Notebook,4,2.1,0,0,146.86047800548656,Other Intel Processor,0,0,0,AMD,Windows,42383
Acer,2 in 1 Convertible,8,1.6,0,1,169.45439769863833,Intel Core i7,256,0,0,Intel,Windows,71302
Asus,2 in 1 Convertible,8,1.27,0,1,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,83863
Dell,Notebook,4,2.3,0,0,146.86047800548656,Intel Core i5,256,0,0,AMD,Other/No OS/Linux,54122
Dell,Notebook,4,1.65,0,0,120.54560383336381,Other Intel Processor,128,0,0,Intel,Windows,62264
HP,Ultrabook,8,1.43,0,0,157.3505121487356,Intel Core i7,256,0,0,Intel,Windows,135555
Dell,Notebook,8,2.14,0,0,104.47285665558198,Intel Core i5,0,0,0,Intel,Windows,48795
Lenovo,Ultrabook,8,1.75,0,1,157.3505121487356,Intel Core i7,256,0,0,AMD,Windows,109833
Lenovo,2 in 1 Convertible,16,2.0,0,1,293.7209560109731,Intel Core i7,512,0,0,Nvidia,Windows,171612
Chuwi,Notebook,6,1.4,0,1,274.0218969352632,Other Intel Processor,0,0,64,Intel,Windows,40576
HP,Notebook,8,2.31,0,0,146.86047800548656,Intel Core i7,256,0,0,Intel,Windows,128957
Asus,Notebook,8,2.3,0,0,146.86047800548656,Other Intel Processor,0,0,0,Nvidia,Other/No OS/Linux,53950
Dell,Gaming,16,4.42,0,1,172.77703294763126,Intel Core i7,256,0,0,Nvidia,Windows,252945
Dell,Gaming,8,2.62,0,1,146.86047800548656,Intel Core i7,128,0,0,Nvidia,Windows,104738
Dell,Notebook,8,2.02,0,0,146.86047800548656,Intel Core i7,256,0,0,AMD,Windows,103238
Dell,Ultrabook,8,1.6,0,0,157.3505121487356,Intel Core i7,256,0,0,Intel,Other/No OS/Linux,99316
HP,Gaming,12,3.35,0,0,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,180649
Mediacom,2 in 1 Convertible,4,1.16,0,1,200.26428818929983,Other Intel Processor,32,0,0,Intel,Windows,27020
Samsung,Netbook,4,1.15,0,0,142.46298634852087,Other Intel Processor,0,0,16,Intel,Other/No OS/Linux,24309
Lenovo,Notebook,8,1.4,0,1,169.45439769863833,Intel Core i7,256,0,0,Intel,Windows,91273
Lenovo,Notebook,4,1.7,0,1,157.3505121487356,Other Intel Processor,128,0,0,Intel,Windows,54131
Lenovo,Workstation,16,2.3,0,1,293.7209560109731,Intel Core i7,512,0,0,Nvidia,Windows,220954
Lenovo,Notebook,16,2.5,0,0,146.86047800548656,Intel Core i7,512,0,0,Nvidia,Windows,221316
Asus,Gaming,8,3.2,0,0,129.58277471072344,AMD Processor,256,0,0,AMD,Windows,153177
HP,Notebook,4,2.1,0,0,104.47285665558198,Other Intel Processor,0,500,0,Intel,Windows,31358
Google,Ultrabook,16,1.1,0,0,240.37008503093261,Intel Core i7,512,0,0,Intel,Other/No OS/Linux,198723
Lenovo,Ultrabook,24,1.32,0,0,209.8006828649808,Intel Core i7,512,0,0,Intel,Windows,215261
Asus,Notebook,4,2.0,0,0,146.86047800548656,Intel Core i5,256,0,0,Intel,Other/No OS/Linux,50516
Lenovo,Notebook,8,2.8,0,0,107.98564559226952,AMD Processor,0,0,0,AMD,Windows,46902
Dell,Notebook,4,2.2,0,0,146.86047800548656,Intel Core i5,256,0,0,AMD,Windows,67687
Lenovo,Ultrabook,8,1.36,0,1,183.5755975068582,Intel Core i5,256,0,0,Intel,Windows,129138
Lenovo,Notebook,4,2.2,0,0,146.86047800548656,Other Intel Processor,128,0,0,Intel,Windows,31539
HP,Gaming,8,2.2,0,1,146.86047800548656,Intel Core i7,128,0,0,Nvidia,Windows,99316
Dell,Notebook,8,1.64,0,0,157.3505121487356,Intel Core i5,256,0,0,Nvidia,Windows,106546
Acer,Notebook,4,2.4,0,0,104.47285665558198,Intel Core i5,0,500,0,Intel,Other/No OS/Linux,39925
Dell,Workstation,8,2.23,0,0,146.86047800548656,Other Intel Processor,0,0,64,Nvidia,Windows,180107
MSI,Gaming,8,2.2,0,0,146.86047800548656,Intel Core i5,256,0,0,Nvidia,Windows,92876
Microsoft,Ultrabook,16,1.25,0,0,208.56727378068615,Intel Core i7,512,0,0,Intel,Other/No OS/Linux,233967
HP,Notebook,8,1.91,0,0,104.47285665558198,Intel Core i5,128,0,0,Intel,Windows,53227
Dell,Workstation,16,2.17,0,1,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,178480
HP,Workstation,8,2.31,0,1,146.86047800548656,Intel Core i7,512,0,0,Intel,Windows,138627
Lenovo,Notebook,8,1.65,0,0,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,121547
Dell,Notebook,8,2.36,0,0,146.86047800548656,Intel Core i7,128,0,0,AMD,Windows,88472
Dell,2 in 1 Convertible,4,1.47,0,0,142.46298634852087,Other Intel Processor,0,500,0,Intel,Windows,43287
Dell,Notebook,8,4.42,0,1,129.58277471072344,Intel Core i7,0,0,0,Nvidia,Windows,184897
Microsoft,Ultrabook,4,1.252,0,0,208.56727378068615,Other Intel Processor,128,0,0,Intel,Other/No OS/Linux,89375
Microsoft,Ultrabook,8,1.25,0,0,208.56727378068615,Intel Core i7,256,0,0,Intel,Other/No OS/Linux,162575
HP,Notebook,8,2.5,0,0,107.98564559226952,Other Intel Processor,256,0,0,Intel,Windows,57827
Acer,Notebook,4,2.23,0,0,146.86047800548656,Other Intel Processor,0,0,0,Nvidia,Windows,49161
Acer,Netbook,4,1.4,0,0,142.46298634852087,Other Intel Processor,128,0,0,Intel,Windows,39310
Asus,Notebook,8,2.37,0,0,146.86047800548656,Intel Core i5,0,0,0,Intel,Windows,67687
Lenovo,Notebook,8,1.5,0,1,157.3505121487356,Intel Core i7,512,0,0,AMD,Other/No OS/Linux,72205
Lenovo,Notebook,8,2.67,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,188873
Asus,Notebook,4,2.0,0,0,104.47285665558198,Other Intel Processor,0,500,0,Intel,Windows,27472
Acer,Notebook,4,2.2,0,0,104.47285665558198,Other Intel Processor,0,500,0,Nvidia,Windows,42383
Dell,Notebook,8,2.02,0,0,146.86047800548656,Intel Core i5,0,0,0,AMD,Windows,68590
HP,Gaming,12,3.78,0,1,129.58277471072344,Intel Core i7,0,0,0,Nvidia,Windows,153538
Lenovo,Ultrabook,12,1.4,0,1,209.8006828649808,Intel Core i7,256,0,0,Intel,Windows,167907
HP,2 in 1 Convertible,8,1.29,0,1,338.90879539727666,Intel Core i7,512,0,0,Intel,Windows,180649
HP,Notebook,8,1.9,0,0,146.86047800548656,Intel Core i5,0,500,0,AMD,Windows,104286
Google,Ultrabook,8,1.1,0,0,240.37008503093261,Intel Core i5,128,0,0,Intel,Other/No OS/Linux,115221
Dell,Ultrabook,8,1.42,0,0,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,166447
Asus,Notebook,12,2.06,0,1,293.7209560109731,Intel Core i7,128,0,0,Intel,Windows,117390
Dell,Notebook,8,1.79,0,0,111.93520355955211,Other Intel Processor,128,0,0,Intel,Windows,66873
Dell,Workstation,8,1.78,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,217610
Lenovo,Notebook,8,1.7,0,0,157.3505121487356,Intel Core i5,180,0,0,Intel,Windows,123264
Dell,Notebook,8,2.2,0,0,146.86047800548656,Intel Core i5,0,0,0,AMD,Windows,60999
Toshiba,Notebook,8,1.05,0,1,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,151098
Dell,Notebook,8,2.16,0,1,146.86047800548656,Intel Core i7,512,0,0,Nvidia,Windows,114046
Dell,Notebook,4,2.18,0,0,104.47285665558198,Other Intel Processor,0,0,0,Intel,Windows,53011
HP,Notebook,4,1.49,0,1,169.45439769863833,Intel Core i5,128,0,0,Intel,Windows,65608
Chuwi,Notebook,4,1.89,0,0,146.86047800548656,Other Intel Processor,0,0,64,Intel,Windows,22493
Lenovo,Notebook,4,2.3,0,0,104.47285665558198,Other Intel Processor,128,0,0,Intel,Windows,51059
Lenovo,Notebook,8,1.75,0,1,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,94798
Dell,Workstation,16,2.17,0,1,146.86047800548656,Intel Core i7,512,0,0,Nvidia,Windows,211285
Dell,Notebook,16,2.06,0,0,146.86047800548656,Intel Core i7,512,0,0,Nvidia,Windows,171612
Lenovo,Ultrabook,16,1.36,0,1,183.5755975068582,Intel Core i7,512,0,0,Intel,Windows,162485
Asus,Ultrabook,16,0.91,0,0,183.5755975068582,Intel Core i7,512,0,0,Intel,Windows,176221
Lenovo,Notebook,8,2.3,0,1,146.86047800548656,Intel Core i5,256,0,0,Nvidia,Windows,91453
Toshiba,Ultrabook,32,1.05,0,0,169.45439769863833,Intel Core i7,512,0,0,Intel,Windows,252945
Asus,Gaming,8,1.99,0,0,146.86047800548656,Intel Core i7,128,0,0,Nvidia,Windows,121999
Acer,Notebook,8,2.2,0,0,104.47285665558198,AMD Processor,0,0,0,AMD,Windows,52324
Asus,Gaming,24,4.33,0,1,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,114679
Lenovo,Ultrabook,8,1.3,0,1,130.59107081947747,Intel Core i5,180,0,0,Intel,Windows,99316
Lenovo,Notebook,8,2.17,0,0,146.86047800548656,Intel Core i7,256,0,0,Intel,Windows,81233
HP,Notebook,8,1.48,0,0,157.3505121487356,Intel Core i7,0,0,0,Intel,Windows,158057
Lenovo,Notebook,8,1.4,0,1,169.45439769863833,Other Intel Processor,256,0,0,Intel,Windows,85761
Lenovo,Notebook,8,2.3,0,1,146.86047800548656,Intel Core i5,256,0,0,Intel,Windows,82327
Asus,Netbook,4,1.2,0,0,142.46298634852087,Other Intel Processor,0,0,64,Intel,Other/No OS/Linux,30725
HP,Notebook,8,1.91,0,0,104.47285665558198,Intel Core i5,256,0,0,AMD,Windows,55938
