Company,TypeName,Ram,Weight,TouchScreen,IPS,PPI,Cpu_Brand,SSD,HDD,Flash_Storage,Gpu_brand,OS,Price
Lenovo,2 in 1 Convertible,8,1.4,0,1,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,144501
Lenovo,Notebook,4,2.1,0,0,111.93520355955211,Other Intel Processor,0,500,0,Intel,Windows,27020
Lenovo,Netbook,4,1.25,0,0,142.46298634852087,Other Intel Processor,16,0,0,Intel,Other/No OS/Linux,23948
Lenovo,Notebook,8,1.44,0,0,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,85761
Asus,Notebook,8,2.0,0,0,146.86047800548656,Intel Core i7,256,0,0,Intel,Windows,110612
Acer,Notebook,4,2.2,0,1,146.86047800548656,Intel Core i5,0,0,0,Nvidia,Windows,55396
HP,Ultrabook,8,1.34,0,1,169.45439769863833,Intel Core i7,512,0,0,Intel,Windows,119559
Lenovo,Gaming,8,2.4,0,1,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Other/No OS/Linux,103835
Dell,Ultrabook,8,1.29,0,1,169.45439769863833,Intel Core i5,128,0,0,Intel,Windows,81242
Acer,Notebook,4,2.2,0,0,146.86047800548656,Intel Core i7,0,500,0,Nvidia,Windows,57746
Dell,Notebook,8,2.18,0,0,146.86047800548656,Intel Core i5,0,0,0,Intel,Windows,75549
Dell,Notebook,16,2.2,0,0,146.86047800548656,Intel Core i7,256,0,0,AMD,Windows,110182
Xiaomi,Notebook,16,1.95,0,1,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Other/No OS/Linux,126513
Asus,Netbook,2,1.1,0,0,142.46298634852087,Other Intel Processor,0,0,32,Intel,Windows,22140
HP,Notebook,4,2.04,0,0,104.47285665558198,Intel Core i5,0,0,0,Intel,Windows,47125
Asus,Gaming,24,2.24,0,0,146.86047800548656,Intel Core i7,512,0,0,Nvidia,Windows,268218
HP,Notebook,8,2.04,0,0,146.86047800548656,Intel Core i5,256,0,0,Nvidia,Windows,80338
Asus,Gaming,16,3.0,0,0,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,135916
Lenovo,Gaming,8,3.2,0,1,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,126427
HP,Ultrabook,8,1.32,0,1,169.45439769863833,Intel Core i7,256,0,0,Intel,Windows,126427
Dell,Notebook,8,1.64,0,0,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,115649
HP,Notebook,4,1.63,0,0,104.47285665558198,Other Intel Processor,128,0,0,Intel,Windows,62264
Dell,Notebook,8,2.8,0,1,129.58277471072344,Intel Core i5,128,0,0,AMD,Other/No OS/Linux,80338
Lenovo,Notebook,8,2.02,0,0,157.3505121487356,Intel Core i5,256,0,0,Intel,Other/No OS/Linux,121095
Lenovo,Notebook,4,2.2,0,0,146.86047800548656,Intel Core i7,0,0,0,Nvidia,Windows,72205
Lenovo,Notebook,8,2.2,0,0,104.47285665558198,Other Intel Processor,0,0,0,Nvidia,Other/No OS/Linux,41479
Dell,Notebook,4,2.3,0,0,146.86047800548656,Intel Core i5,0,500,0,AMD,Windows,52866
Dell,Notebook,8,1.9,0,0,146.86047800548656,Intel Core i5,256,0,0,Intel,Windows,124439
Dell,Gaming,16,4.42,0,1,129.58277471072344,Intel Core i7,128,0,0,Nvidia,Windows,272264
Toshiba,Notebook,8,2.0,0,1,146.86047800548656,Intel Core i5,0,500,0,Intel,Windows,77718
Asus,Notebook,8,2.0,0,1,293.7209560109731,Intel Core i7,256,0,0,Nvidia,Windows,117390
Mediacom,Notebook,4,1.2,0,1,169.45439769863833,Other Intel Processor,32,0,0,Intel,Windows,33346
Asus,Gaming,8,2.3,0,1,146.86047800548656,Intel Core i5,128,0,0,Nvidia,Windows,149020
Dell,Notebook,8,1.93,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,123716
Dell,Notebook,8,2.2,0,0,146.86047800548656,Intel Core i5,256,0,0,AMD,Windows,72061
HP,Notebook,4,1.86,0,0,146.86047800548656,Other Intel Processor,256,0,0,Intel,Windows,36056
HP,Gaming,12,2.62,0,0,129.58277471072344,Intel Core i7,0,0,0,Nvidia,Windows,162575
Lenovo,Notebook,8,1.87,0,1,157.3505121487356,Intel Core i7,256,0,0,Nvidia,Windows,77627
Dell,Ultrabook,8,1.2,0,0,282.4239961643972,Intel Core i7,256,0,0,Intel,Windows,126427
Dell,Notebook,4,1.6,0,0,157.3505121487356,Other Intel Processor,128,0,0,Intel,Windows,66500
HP,Ultrabook,8,1.34,0,1,282.4239961643972,Intel Core i7,256,0,0,Intel,Windows,103473
Acer,Gaming,8,2.4,0,0,146.86047800548656,Intel Core i5,0,0,0,Nvidia,Other/No OS/Linux,72115
Asus,Notebook,4,2.0,0,0,104.47285665558198,AMD Processor,0,500,0,AMD,Windows,31539
HP,Notebook,4,2.1,0,0,146.86047800548656,Other Intel Processor,128,0,0,Intel,Windows,63756
Lenovo,Notebook,4,1.87,0,0,157.3505121487356,Intel Core i5,0,500,0,Intel,Windows,70940
Lenovo,Notebook,4,2.15,0,0,146.86047800548656,Intel Core i5,0,0,0,Intel,Other/No OS/Linux,41782
HP,Notebook,4,1.86,0,0,146.86047800548656,Other Intel Processor,0,500,0,Intel,Windows,35876
Lenovo,Notebook,8,1.99,0,1,146.86047800548656,Intel Core i7,512,0,0,Intel,Windows,156249
Lenovo,Notebook,4,2.2,0,0,146.86047800548656,Other Intel Processor,128,0,0,Intel,Windows,45094
Dell,Notebook,8,1.9,0,0,146.86047800548656,Intel Core i5,256,0,0,Intel,Windows,100942
Dell,Gaming,16,4.42,0,1,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,243908
HP,Notebook,8,2.65,0,0,107.98564559226952,Other Intel Processor,0,0,0,Intel,Windows,49174
HP,Notebook,8,2.63,0,0,129.58277471072344,Intel Core i7,0,0,0,Nvidia,Windows,115673
Asus,Notebook,4,2.0,0,0,104.47285665558198,Other Intel Processor,0,500,0,Intel,Other/No OS/Linux,20242
Mediacom,Notebook,4,1.35,0,1,169.45439769863833,Other Intel Processor,0,0,32,Intel,Windows,23044
Lenovo,Notebook,6,2.8,0,0,107.98564559226952,Intel Core i7,128,0,0,Nvidia,Windows,85761
HP,Notebook,6,1.91,0,1,146.86047800548656,AMD Processor,128,0,0,AMD,Windows,51411
Dell,Notebook,4,2.18,0,0,104.47285665558198,Other Intel Processor,0,0,0,AMD,Windows,55839
Acer,2 in 1 Convertible,4,1.25,0,1,200.26428818929983,Other Intel Processor,0,0,32,Intel,Windows,31539
Lenovo,Notebook,4,2.05,0,0,146.86047800548656,Other Intel Processor,128,0,0,Intel,Windows,56933
HP,Ultrabook,16,1.16,0,1,282.4239961643972,Other Intel Processor,512,0,0,Intel,Windows,177577
Lenovo,Notebook,8,3.4,0,1,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,271019
Asus,Notebook,8,2.5,0,0,146.86047800548656,Intel Core i5,128,0,0,Nvidia,Windows,75820
Dell,Ultrabook,8,1.21,0,1,338.90879539727666,Intel Core i5,128,0,0,Intel,Windows,144501
Dell,Notebook,4,1.93,0,0,104.47285665558198,Intel Core i5,0,500,0,Intel,Windows,86664
Fujitsu,Notebook,8,2.2,0,0,104.47285665558198,Intel Core i5,0,0,0,Intel,Windows,66783
Lenovo,Notebook,4,2.2,0,0,146.86047800548656,Other Intel Processor,0,500,0,Intel,Windows,31087
Lenovo,Notebook,4,2.02,0,0,111.93520355955211,Intel Core i5,0,500,0,Intel,Windows,89466
HP,Workstation,8,3.14,0,0,107.98564559226952,Intel Core i5,0,500,0,Nvidia,Windows,168177
HP,Notebook,8,1.94,0,0,111.93520355955211,Other Intel Processor,0,0,0,Intel,Windows,35153
HP,Notebook,6,1.95,0,1,146.86047800548656,AMD Processor,256,0,0,AMD,Windows,58650
Lenovo,Notebook,8,2.3,0,0,146.86047800548656,Intel Core i5,256,0,0,Intel,Windows,75007
Lenovo,Notebook,4,2.05,0,0,146.86047800548656,Intel Core i5,0,500,0,Intel,Windows,61903
Mediacom,Notebook,4,1.4,0,0,157.3505121487356,Other Intel Processor,32,0,0,Intel,Windows,22502
Toshiba,Ultrabook,16,1.24,0,0,157.3505121487356,Intel Core i7,512,0,0,Intel,Windows,168540
Lenovo,Gaming,32,4.6,0,1,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,240655
MSI,Gaming,16,4.14,0,0,129.58277471072344,Intel Core i7,512,0,0,Nvidia,Windows,246619
Dell,Notebook,8,2.2,0,0,146.86047800548656,Intel Core i7,256,0,0,AMD,Other/No OS/Linux,67688
Mediacom,Notebook,4,1.45,0,1,157.3505121487356,Other Intel Processor,32,0,0,Intel,Windows,35153
Dell,Notebook,8,1.9,0,0,104.47285665558198,Intel Core i5,0,500,0,Intel,Windows,91139
HP,Notebook,4,1.49,0,0,169.45439769863833,Other Intel Processor,128,0,0,Intel,Windows,64976
Dell,Notebook,16,1.93,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,138933
Dell,Netbook,4,1.26,0,0,142.46298634852087,Other Intel Processor,0,0,16,Intel,Other/No OS/Linux,26659
MSI,Gaming,16,4.5,0,0,129.58277471072344,Intel Core i7,128,0,0,Nvidia,Windows,212279
HP,Gaming,16,3.78,0,1,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,135374
Lenovo,Ultrabook,12,1.4,0,1,157.3505121487356,Intel Core i7,256,0,0,Intel,Windows,151189
Lenovo,Notebook,12,2.2,0,0,104.47285665558198,Intel Core i7,0,0,0,Intel,Windows,55035
Asus,Gaming,8,2.73,0,1,129.58277471072344,Intel Core i5,128,0,0,Nvidia,Windows,159954
Asus,2 in 1 Convertible,8,2.2,0,0,104.47285665558198,Intel Core i5,0,0,0,Intel,Windows,66783
Lenovo,Notebook,12,2.2,0,0,146.86047800548656,AMD Processor,512,0,0,AMD,Windows,85761
Dell,2 in 1 Convertible,4,1.39,0,0,142.46298634852087,Other Intel Processor,128,0,0,Intel,Windows,54493
Samsung,Notebook,16,2.5,0,0,146.86047800548656,Intel Core i7,128,0,0,Nvidia,Windows,153538
Lenovo,Notebook,4,2.8,0,0,129.58277471072344,Other Intel Processor,0,500,0,Intel,Other/No OS/Linux,47805
Lenovo,Notebook,8,2.29,0,0,104.47285665558198,Other Intel Processor,0,0,0,Intel,Windows,41479
Lenovo,2 in 1 Convertible,8,1.37,0,1,169.45439769863833,Intel Core i7,512,0,0,Intel,Windows,182999
Lenovo,Notebook,8,1.7,0,1,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,133205
Dell,2 in 1 Convertible,8,1.34,0,0,183.5755975068582,Intel Core i5,256,0,0,Intel,Windows,150917
Dell,Workstation,8,2.06,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,159322
HP,Notebook,8,1.84,0,0,146.86047800548656,Intel Core i7,256,0,0,Intel,Windows,110161
HP,Notebook,4,2.1,0,0,104.47285665558198,Other Intel Processor,0,500,0,Intel,Windows,60410
Acer,Notebook,4,1.6,0,0,157.3505121487356,Other Intel Processor,0,0,32,Intel,Windows,29731
MSI,Gaming,16,4.14,0,0,129.58277471072344,Intel Core i7,128,0,0,Nvidia,Windows,198723
Dell,Notebook,4,2.18,0,0,104.47285665558198,Other Intel Processor,0,0,0,AMD,Other/No OS/Linux,42022
MSI,Gaming,16,1.8,0,0,293.7209560109731,Intel Core i7,256,0,0,Nvidia,Windows,207760
Toshiba,Notebook,8,2.2,0,1,146.86047800548656,Intel Core i7,256,0,0,Intel,Windows,126427
Lenovo,Notebook,6,2.4,0,0,146.86047800548656,Intel Core i5,0,0,0,Intel,Windows,50968
Lenovo,2 in 1 Convertible,8,2.0,0,1,146.86047800548656,Intel Core i7,256,0,0,Intel,Windows,117390
Acer,Notebook,4,1.6,0,0,111.93520355955211,Other Intel Processor,0,0,128,Intel,Windows,31539
Lenovo,Notebook,32,2.5,0,1,293.7209560109731,Other Intel Processor,0,0,0,Nvidia,Windows,442722
Dell,Gaming,16,2.59,0,0,146.86047800548656,Intel Core i7,0,0,0,Nvidia,Windows,79436
Dell,Notebook,4,2.18,0,0,104.47285665558198,Other Intel Processor,0,0,0,Intel,Other/No OS/Linux,40115
Dell,Notebook,4,2.25,0,0,104.47285665558198,Other Intel Processor,0,0,0,Intel,Other/No OS/Linux,32442
Dell,Notebook,4,1.93,0,0,104.47285665558198,Intel Core i5,0,500,0,Intel,Other/No OS/Linux,78531
Asus,Gaming,8,3.0,0,0,129.58277471072344,Intel Core i7,128,0,0,Nvidia,Windows,105552
Dell,Notebook,4,2.18,0,0,146.86047800548656,Intel Core i5,128,0,0,AMD,Other/No OS/Linux,51420
HP,Ultrabook,8,1.84,0,0,146.86047800548656,Intel Core i7,512,0,0,Intel,Windows,125523
MSI,Gaming,16,2.94,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,204946
Acer,2 in 1 Convertible,4,1.25,0,1,142.46298634852087,Other Intel Processor,0,0,32,Intel,Other/No OS/Linux,34250
HP,Notebook,8,2.31,0,0,111.93520355955211,Intel Core i5,256,0,0,Intel,Windows,101575
Lenovo,Notebook,8,1.65,0,0,157.3505121487356,Intel Core i5,256,0,0,Intel,Other/No OS/Linux,132392
Dell,Notebook,4,2.2,0,0,146.86047800548656,Intel Core i5,0,0,0,AMD,Windows,70127
Fujitsu,Notebook,8,2.2,0,0,104.47285665558198,Intel Core i5,256,0,0,Intel,Windows,72205
HP,Notebook,4,1.88,0,0,104.47285665558198,Intel Core i5,0,500,0,Intel,Other/No OS/Linux,84224
Lenovo,Notebook,8,2.2,0,0,146.86047800548656,Intel Core i7,0,0,0,Nvidia,Windows,81242
Mediacom,Notebook,2,1.4,0,0,157.3505121487356,Other Intel Processor,0,0,32,Intel,Windows,21598
Lenovo,Notebook,4,2.2,0,0,146.86047800548656,Intel Core i5,128,0,0,Intel,Other/No OS/Linux,42293
Asus,2 in 1 Convertible,6,1.5,0,0,169.45439769863833,Intel Core i5,0,0,0,Intel,Windows,57747
Dell,Notebook,8,2.0,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,164473
Asus,Ultrabook,16,1.1,0,0,157.3505121487356,Intel Core i7,512,0,0,Intel,Windows,171703
Dell,Gaming,16,2.62,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,133657
Lenovo,Notebook,4,1.8,0,0,146.86047800548656,Intel Core i5,256,0,0,Intel,Windows,74916
Lenovo,Notebook,4,2.2,0,0,146.86047800548656,Other Intel Processor,0,0,0,Nvidia,Windows,52324
Asus,Notebook,8,2.0,0,0,104.47285665558198,Other Intel Processor,0,0,0,Intel,Windows,36057
Asus,Notebook,8,1.99,0,0,146.86047800548656,Intel Core i5,0,0,0,Nvidia,Windows,81931
Dell,Ultrabook,8,1.23,0,0,282.4239961643972,Intel Core i5,256,0,0,Intel,Windows,168901
Lenovo,Notebook,2,1.42,0,0,111.93520355955211,Other Intel Processor,0,0,32,Intel,Windows,22502
Lenovo,2 in 1 Convertible,8,1.37,0,1,169.45439769863833,Intel Core i7,256,0,0,Intel,Windows,158818
Dell,Notebook,16,2.06,0,0,293.7209560109731,Intel Core i7,0,0,0,Nvidia,Windows,216797
Lenovo,Gaming,8,2.5,0,1,146.86047800548656,Intel Core i7,128,0,0,Nvidia,Windows,100220
HP,Notebook,8,2.6,0,0,107.98564559226952,AMD Processor,0,0,0,AMD,Windows,47073
Lenovo,Ultrabook,16,1.14,0,1,157.3505121487356,Intel Core i7,512,0,0,Intel,Windows,221406
Asus,Gaming,8,2.5,0,1,146.86047800548656,Intel Core i7,0,0,0,Nvidia,Other/No OS/Linux,105642
Acer,Notebook,4,2.4,0,0,104.47285665558198,Other Intel Processor,0,500,0,Intel,Windows,40666
Lenovo,Notebook,4,1.43,0,0,111.93520355955211,Other Intel Processor,0,0,32,Intel,Windows,24761
Acer,Ultrabook,8,1.8,0,1,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,83050
Razer,Gaming,16,1.95,0,0,157.3505121487356,Intel Core i7,256,0,0,Nvidia,Windows,234871
Toshiba,Notebook,8,1.2,0,0,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,109618
Lenovo,Ultrabook,8,1.36,0,1,183.5755975068582,Intel Core i7,256,0,0,Intel,Windows,143146
Asus,Gaming,32,3.8,0,1,129.58277471072344,Intel Core i7,512,0,0,Nvidia,Windows,252945
Acer,Gaming,8,2.4,0,0,146.86047800548656,Intel Core i5,0,0,0,Nvidia,Other/No OS/Linux,64072
Dell,Ultrabook,8,1.2,0,0,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,131027
MSI,Gaming,8,2.2,0,0,146.86047800548656,Intel Core i7,128,0,0,Nvidia,Windows,107702
HP,Notebook,4,1.86,0,0,104.47285665558198,Other Intel Processor,0,500,0,Intel,Other/No OS/Linux,32976
Toshiba,Notebook,8,2.0,0,1,146.86047800548656,Intel Core i5,0,500,0,Intel,Windows,96153
Dell,Notebook,8,2.2,0,0,146.86047800548656,Intel Core i7,256,0,0,AMD,Windows,83050
Dell,Notebook,16,2.2,0,0,146.86047800548656,Intel Core i7,256,0,0,AMD,Windows,102569
Lenovo,Gaming,8,3.31,0,1,146.86047800548656,Intel Core i7,128,0,0,Nvidia,Windows,108082
Dell,Gaming,32,4.42,0,1,259.1655494214469,Intel Core i7,512,0,0,Nvidia,Windows,284427
Dell,Notebook,8,1.56,0,0,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,111064
Lenovo,Notebook,4,2.2,0,0,104.47285665558198,Other Intel Processor,0,500,0,Intel,Windows,37865
Lenovo,Notebook,4,2.2,0,0,146.86047800548656,Intel Core i5,0,500,0,Intel,Windows,48347
HP,Notebook,6,2.04,0,0,146.86047800548656,Other Intel Processor,0,0,0,AMD,Windows,48709
MSI,Gaming,8,2.7,0,0,129.58277471072344,Intel Core i7,128,0,0,Nvidia,Windows,134359
Toshiba,Notebook,4,2.1,0,0,104.47285665558198,Other Intel Processor,128,0,0,Intel,Windows,45004
Dell,Notebook,8,2.06,0,0,146.86047800548656,Intel Core i5,0,0,0,Intel,Windows,86303
HP,Notebook,8,2.1,0,0,146.86047800548656,Intel Core i7,0,0,0,AMD,Windows,67325
Toshiba,Notebook,8,2.0,0,1,146.86047800548656,Intel Core i5,256,0,0,Intel,Windows,113685
Acer,Notebook,4,2.1,0,0,104.47285665558198,Other Intel Processor,128,0,0,Intel,Other/No OS/Linux,37232
Microsoft,Ultrabook,8,1.252,0,0,208.56727378068615,Intel Core i7,256,0,0,Intel,Other/No OS/Linux,168797
Lenovo,Notebook,8,1.9,0,0,146.86047800548656,Intel Core i5,128,0,0,AMD,Windows,73918
Lenovo,2 in 1 Convertible,8,1.3,0,1,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,93442
Lenovo,Notebook,4,2.2,0,0,104.47285665558198,AMD Processor,128,0,0,AMD,Windows,31539
HP,2 in 1 Convertible,4,1.63,0,1,157.3505121487356,Other Intel Processor,128,0,0,Nvidia,Windows,63168
MSI,Gaming,16,2.4,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,116938
Asus,Ultrabook,8,1.1,0,0,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,102569
HP,2 in 1 Convertible,8,1.4,0,0,142.46298634852087,Other Intel Processor,0,0,64,Intel,Other/No OS/Linux,44733
LG,Ultrabook,8,1.09,0,1,146.86047800548656,Intel Core i7,512,0,0,Intel,Windows,207760
Acer,Gaming,16,2.5,0,0,146.86047800548656,Intel Core i5,256,0,0,Nvidia,Windows,117390
MSI,Gaming,8,2.2,0,0,146.86047800548656,Intel Core i5,256,0,0,Nvidia,Windows,90180
Asus,Notebook,4,1.86,0,0,104.47285665558198,Other Intel Processor,128,0,0,Intel,Windows,37865
Dell,Gaming,16,3.21,0,0,146.86047800548656,Intel Core i5,128,0,0,Nvidia,Windows,185348
HP,Notebook,4,2.5,0,1,129.58277471072344,Other Intel Processor,256,0,0,AMD,Windows,63168
Lenovo,2 in 1 Convertible,8,1.19,0,1,169.45439769863833,Intel Core i7,512,0,0,Intel,Windows,135464
Dell,Gaming,16,3.49,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,254278
HP,Notebook,4,1.86,0,0,104.47285665558198,Intel Core i5,0,500,0,AMD,Windows,55361
Dell,Notebook,4,2.2,0,0,104.47285665558198,Other Intel Processor,0,0,0,AMD,Windows,49312
HP,Notebook,6,2.65,0,1,129.58277471072344,AMD Processor,0,0,0,AMD,Windows,51420
Lenovo,Notebook,4,2.1,0,0,104.47285665558198,Other Intel Processor,0,500,0,Intel,Windows,28737
Acer,Notebook,4,1.45,0,0,111.93520355955211,Other Intel Processor,0,0,32,Intel,Other/No OS/Linux,33888
Lenovo,Notebook,4,1.7,0,0,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,63168
HP,Workstation,8,3.14,0,0,129.58277471072344,Intel Core i7,0,500,0,Nvidia,Windows,172425
Lenovo,2 in 1 Convertible,8,1.42,0,0,209.8006828649808,Intel Core i7,256,0,0,Intel,Windows,234058
Toshiba,Notebook,8,1.5,0,1,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,87930
Acer,Netbook,4,1.4,0,0,142.46298634852087,Other Intel Processor,0,0,32,Intel,Windows,24309
Lenovo,2 in 1 Convertible,16,1.38,0,0,157.3505121487356,Intel Core i7,512,0,0,Intel,Windows,158057
Asus,2 in 1 Convertible,4,1.2,0,0,183.5755975068582,Other Intel Processor,0,0,64,Intel,Other/No OS/Linux,60457
Toshiba,Ultrabook,16,1.36,0,0,169.45439769863833,Intel Core i7,512,0,0,Intel,Windows,169624
HP,Notebook,4,2.1,0,1,146.86047800548656,Intel Core i7,0,500,0,AMD,Windows,62264
Dell,Gaming,8,2.56,0,0,146.86047800548656,Intel Core i5,0,0,0,Nvidia,Windows,74013
Lenovo,Notebook,4,2.2,0,0,146.86047800548656,AMD Processor,256,0,0,AMD,Windows,36057
Lenovo,Notebook,8,2.2,0,0,104.47285665558198,AMD Processor,0,0,0,AMD,Windows,38768
Lenovo,Notebook,4,2.1,0,0,146.86047800548656,Intel Core i5,0,0,0,Intel,Windows,56160
Lenovo,Notebook,4,1.9,0,0,104.47285665558198,Other Intel Processor,0,500,0,Intel,Other/No OS/Linux,40666
Dell,Notebook,8,2.18,0,0,146.86047800548656,Intel Core i5,256,0,0,Intel,Windows,71844
Acer,2 in 1 Convertible,8,1.6,0,1,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,90279
Lenovo,Workstation,16,2.18,0,0,146.86047800548656,Intel Core i7,512,0,0,Nvidia,Other/No OS/Linux,167636
Lenovo,Notebook,8,1.8,0,0,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,107630
HP,Notebook,6,2.71,0,1,129.58277471072344,AMD Processor,0,0,0,AMD,Windows,59193
Lenovo,Gaming,8,2.5,0,1,146.86047800548656,Intel Core i7,128,0,0,Nvidia,Windows,112872
Dell,Notebook,8,1.64,0,0,157.3505121487356,Intel Core i5,256,0,0,Nvidia,Other/No OS/Linux,98412
Dell,Notebook,8,1.98,0,0,146.86047800548656,Intel Core i5,0,0,0,Intel,Other/No OS/Linux,65608
Asus,Notebook,4,1.5,0,0,157.3505121487356,Other Intel Processor,0,0,32,Intel,Windows,26930
Dell,Notebook,16,1.93,0,0,146.86047800548656,Intel Core i5,512,0,0,Intel,Windows,128927
Lenovo,Notebook,8,1.87,0,1,157.3505121487356,Intel Core i5,256,0,0,Nvidia,Windows,77453
Dell,Notebook,8,1.9,0,0,146.86047800548656,Intel Core i5,256,0,0,Intel,Windows,106546
Lenovo,Notebook,4,2.19,0,0,104.47285665558198,AMD Processor,0,500,0,AMD,Windows,26930
Mediacom,Notebook,4,1.4,0,1,161.72539083525606,Other Intel Processor,0,32,0,Intel,Windows,23948
HP,Notebook,8,2.63,0,0,129.58277471072344,Intel Core i7,256,0,0,Nvidia,Windows,108444
Lenovo,Ultrabook,8,1.17,0,1,209.8006828649808,Intel Core i7,512,0,0,Intel,Windows,152421
HP,2 in 1 Convertible,8,1.58,0,1,120.54560383336381,Intel Core i5,256,0,0,Intel,Windows,75603
Lenovo,Ultrabook,8,1.32,0,1,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,135464
Dell,Gaming,32,4.36,0,0,259.1655494214469,Intel Core i7,0,0,0,Nvidia,Windows,330699
MSI,Gaming,8,2.7,0,0,129.58277471072344,Intel Core i7,128,0,0,Nvidia,Windows,121862
Lenovo,Notebook,4,1.9,0,0,104.47285665558198,Intel Core i5,0,0,0,Intel,Other/No OS/Linux,44272
Dell,Notebook,8,2.2,0,0,146.86047800548656,Intel Core i5,128,0,0,AMD,Windows,64976
Dell,2 in 1 Convertible,4,1.71,0,0,169.45439769863833,Other Intel Processor,0,0,0,Intel,Windows,58650
Dell,Notebook,8,2.32,0,0,104.47285665558198,Intel Core i5,0,0,0,AMD,Other/No OS/Linux,53274
HP,Notebook,4,2.1,0,0,146.86047800548656,AMD Processor,0,0,0,AMD,Windows,44190
Acer,Gaming,16,4.2,0,1,129.58277471072344,Intel Core i7,128,0,0,Nvidia,Windows,174865
Dell,Notebook,12,2.25,0,0,104.47285665558198,Intel Core i5,0,0,0,Intel,Windows,58650
HP,Notebook,6,2.1,0,0,146.86047800548656,AMD Processor,128,0,0,AMD,Windows,58740
Acer,Notebook,4,2.4,0,0,104.47285665558198,Intel Core i5,0,500,0,Intel,Windows,50516
Lenovo,Notebook,8,1.44,0,1,169.45439769863833,Intel Core i5,256,0,0,Intel,Windows,86755
Lenovo,Notebook,4,1.85,0,0,146.86047800548656,Intel Core i7,0,0,0,Intel,Windows,70398
HP,Workstation,16,2.6,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,218605
Dell,2 in 1 Convertible,8,1.55,0,0,169.45439769863833,Intel Core i5,0,0,0,Intel,Windows,59553
MSI,Gaming,16,1.8,0,0,146.86047800548656,Intel Core i7,256,0,0,Nvidia,Windows,189278
Acer,Notebook,4,2.4,0,0,104.47285665558198,Other Intel Processor,0,500,0,Intel,Windows,37123
Dell,Notebook,8,2.0,0,0,146.86047800548656,Intel Core i7,128,0,0,Nvidia,Windows,109076
Dell,Notebook,8,2.0,0,0,104.47285665558198,Other Intel Processor,256,0,0,Intel,Windows,60096
Toshiba,Notebook,8,1.25,0,1,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,138717
Lenovo,2 in 1 Convertible,8,1.7,0,0,157.3505121487356,Intel Core i5,256,0,0,Intel,Windows,90279
Lenovo,Workstation,16,2.5,0,1,293.7209560109731,Intel Core i7,0,0,0,Nvidia,Windows,298130
Acer,Notebook,2,1.68,0,0,111.93520355955211,Other Intel Processor,0,0,32,Intel,Other/No OS/Linux,29822
Samsung,Ultrabook,16,0.81,0,0,169.45439769863833,Intel Core i7,256,0,0,Intel,Windows,149020
HP,Notebook,8,1.86,0,0,146.86047800548656,Other Intel Processor,256,0,0,Intel,Windows,48709
Dell,Notebook,8,1.6,0,0,111.93520355955211,Intel Core i5,256,0,0,Intel,Windows,101820
HP,Workstation,16,3.0,0,1,129.58277471072344,Other Intel Processor,256,0,0,Nvidia,Other/No OS/Linux,396633
Lenovo,Netbook,4,1.4,0,0,142.46298634852087,Other Intel Processor,128,0,0,Intel,Windows,42925
HP,Notebook,8,1.84,0,0,146.86047800548656,Intel Core i5,256,0,0,Intel,Windows,171703
Asus,Notebook,4,2.45,0,0,104.47285665558198,Intel Core i5,0,0,0,Nvidia,Other/No OS/Linux,52324
Lenovo,Ultrabook,4,1.7,0,0,157.3505121487356,Intel Core i5,180,0,0,Intel,Windows,99045
